lat;lon;signal
5.4377561;-4.0143275;-82.3
5.4377372;-4.01436;-84.7
5.4377295;-4.0143929;-83.7
5.4377362;-4.0144165;-84.3
5.4377552;-4.0144457;-89.7
5.4377587;-4.0144665;-88.0
5.4377784;-4.0144656;-88.0
5.4377953;-4.0144482;-88.3
5.4377977;-4.014421;-88.3
5.437782;-4.014386;-86.0
5.43778;-4.0143644;-83.7
5.4378053;-4.0143569;-85.0
5.4378181;-4.0143338;-85.0
5.4378369;-4.0142811;-87.3
5.4378404;-4.0142471;-79.7
5.4378399;-4.0142177;-80.0
5.4378466;-4.0141865;-77.7
5.4378767;-4.0141843;-76.7
5.4378973;-4.0142173;-78.0
5.4378708;-4.0142915;-90.0
5.4378556;-4.0143285;-90.7
5.4378433;-4.014359;-90.3
5.4378286;-4.0143902;-93.3
5.4378232;-4.0144324;-89.3
5.4378294;-4.0144727;-93.0
5.4378207;-4.0144868;-90.7
5.4378058;-4.0144766;-87.0
5.4377684;-4.0144627;-88.0
5.4377375;-4.0144601;-90.3
5.4376993;-4.0144562;-90.3
5.4376838;-4.0144766;-90.0
5.4376945;-4.0145214;-92.0
5.4377117;-4.014522;-91.0
5.4377367;-4.0145034;-90.7
5.4377643;-4.0144968;-91.0
5.4377897;-4.0144916;-88.3
5.4378149;-4.014491;-88.3
5.4378336;-4.0145177;-92.3
5.4378388;-4.014533;-90.7
5.4378385;-4.0145333;-90.7
5.4378383;-4.0145333;-90.7
5.4378323;-4.0145502;-96.7
5.437831;-4.0146109;-101.7
5.4378422;-4.0146165;-98.7
5.4378073;-4.0148577;-95.7
5.4377892;-4.0148855;-91.0
5.4378033;-4.0148722;-94.7
5.4376186;-4.0146355;-94.3
5.4376429;-4.0145714;-92.7
5.4376507;-4.0145436;-93.7
5.4376657;-4.0145167;-92.3
5.4376811;-4.0144855;-87.3
5.4376776;-4.0144838;-87.3
5.4376812;-4.014475;-90.3
5.4376772;-4.0144194;-88.3
5.4376721;-4.0143724;-78.3
5.4376688;-4.0143474;-78.0
5.4376745;-4.014309;-81.0
5.4376752;-4.0142552;-79.3
5.4376889;-4.0142091;-77.0
5.4376843;-4.0141562;-71.0
5.4376771;-4.0141183;-82.0
5.4376649;-4.014085;-84.0
5.4376685;-4.0140578;-81.3
5.4376528;-4.0140032;-81.7
5.4376591;-4.0139621;-78.3
5.4376642;-4.0139232;-79.7
5.4376624;-4.013879;-64.7
5.4376624;-4.0138401;-66.3
5.4376615;-4.0138111;-72.0
5.4376644;-4.0137783;-77.3
5.4376628;-4.0137403;-71.0
5.4376605;-4.0137033;-64.0
5.4376681;-4.013676;-62.3
5.4376848;-4.0136556;-61.0
5.4377032;-4.0136491;-59.3
5.4377019;-4.0136468;-59.3
5.4377017;-4.0136467;-59.3
5.4376819;-4.0136069;-63.7
5.437634;-4.0136091;-83.0
5.4375936;-4.0136106;-83.7
5.4375519;-4.0136317;-83.7
5.4375368;-4.0136301;-84.0
5.4375372;-4.0136071;-83.7
5.4375574;-4.0135996;-82.3
5.4375565;-4.0136012;-82.7
5.4375552;-4.0136016;-82.7
5.437555;-4.0136017;-82.7
5.4375642;-4.0136062;-82.7
5.4376043;-4.0136139;-83.0
5.4376452;-4.0136177;-76.3
5.4376797;-4.0136121;-63.7
5.437721;-4.0136008;-64.0
5.4377366;-4.0136227;-64.0
5.4377336;-4.0136607;-64.0
5.4377269;-4.0136885;-67.0
5.4377425;-4.0137077;-67.0
5.437767;-4.0137208;-64.3
5.4377972;-4.0137155;-62.3
5.437792;-4.0136687;-61.7
5.437786;-4.0136276;-60.7
5.4377812;-4.0135933;-61.0
5.4377844;-4.0135736;-61.0
5.4378083;-4.0135949;-60.0
5.437807;-4.0136224;-58.3
5.437798;-4.0136544;-62.3
5.4378012;-4.0136864;-62.7
5.4378054;-4.0137091;-61.0
5.4378302;-4.0137184;-64.3
5.4378619;-4.0137123;-60.0
5.4378742;-4.0136789;-59.7
5.4378768;-4.0136347;-58.0
5.4378727;-4.0135973;-60.7
5.4378591;-4.0135711;-62.3
5.4378519;-4.0135846;-61.7
5.4378466;-4.0136027;-60.0
5.4378259;-4.013621;-58.7
5.4378398;-4.013637;-61.0
5.4378692;-4.0136218;-58.0
5.4378903;-4.0135891;-60.3
5.437918;-4.0135941;-61.3
5.4379147;-4.0136232;-59.7
5.4379114;-4.0136486;-58.7
5.4379019;-4.0136706;-62.0
5.4379001;-4.0137031;-64.0
5.4379326;-4.0137212;-60.7
5.4379494;-4.0136972;-64.3
5.4379589;-4.0136564;-58.3
5.4379646;-4.0136219;-57.3
5.4379651;-4.0135883;-65.0
5.4379838;-4.0135812;-67.7
5.4379938;-4.0136086;-67.0
5.4379927;-4.0136456;-60.0
5.4379952;-4.0136768;-59.0
5.4379916;-4.0137087;-60.7
5.437996;-4.0137464;-61.7
5.4379817;-4.013765;-65.3
5.4379456;-4.0137552;-59.7
5.437924;-4.0137456;-59.7
5.4379105;-4.0137467;-59.3
5.4378625;-4.0137376;-62.7
5.4378305;-4.0137348;-64.3
5.4378025;-4.0137705;-72.0
5.4377872;-4.0138243;-71.3
5.4377754;-4.0138425;-67.3
5.4377822;-4.0138276;-71.3
5.4377938;-4.0137912;-74.0
5.437779;-4.013751;-67.7
5.4377522;-4.013755;-67.7
5.4377424;-4.013799;-70.7
5.4377549;-4.0138367;-72.0
5.4377659;-4.0138528;-67.3
5.4377519;-4.0138767;-69.3
5.4377747;-4.0139014;-78.0
5.4378057;-4.0139102;-75.7
5.4378174;-4.0138876;-68.3
5.437823;-4.0138779;-68.3
5.4378557;-4.0138935;-64.0
5.4379102;-4.0138983;-62.3
5.4379631;-4.0138985;-60.7
5.4380015;-4.013891;-67.0
5.4380162;-4.0138483;-74.3
5.4380146;-4.0137964;-77.0
5.4380143;-4.0137428;-64.0
5.4380267;-4.0137182;-66.3
5.4380396;-4.0136954;-58.7
5.4380478;-4.0136499;-57.7
5.438053;-4.0136028;-62.3
5.4380827;-4.013588;-62.7
5.4380994;-4.0135947;-61.7
5.4380986;-4.0135994;-63.7
5.4380998;-4.0135999;-63.3
5.4381;-4.0136;-63.3
5.4381;-4.0136;-63.3
5.4380743;-4.0136376;-58.3
5.4380629;-4.013676;-61.7
5.4380504;-4.0137037;-59.3
5.438056;-4.0137272;-62.3
5.4380836;-4.0137059;-58.0
5.4380967;-4.0136695;-58.0
5.4381142;-4.0136248;-57.0
5.438147;-4.0135966;-59.3
5.4381782;-4.0136873;-57.3
5.4381806;-4.0137205;-62.0
5.4382114;-4.0137243;-60.7
5.438252;-4.0137098;-61.0
5.4382661;-4.0136758;-59.7
5.4382702;-4.0136343;-61.7
5.438278;-4.0135999;-59.3
5.438271;-4.013694;-61.3
5.438256;-4.0137296;-58.7
5.4382511;-4.0137247;-58.0
5.4382503;-4.0137196;-58.0
5.43825;-4.0137185;-61.0
5.43825;-4.0137183;-65.7
5.43825;-4.0137183;-65.7
5.43825;-4.0137183;-65.7
5.4382378;-4.0137356;-65.0
5.4382002;-4.0137525;-67.0
5.4381554;-4.0137469;-64.0
5.4381221;-4.0137468;-63.0
5.438087;-4.0137451;-63.0
5.4380551;-4.013744;-65.0
5.4380278;-4.0137422;-65.0
5.4380048;-4.0137336;-59.0
5.4380032;-4.0137004;-62.0
5.4379611;-4.0136895;-64.0
5.4379095;-4.0136861;-67.0
5.4378713;-4.0136836;-60.0
5.4378243;-4.0136869;-59.0
5.4377854;-4.0136772;-64.0
5.4377563;-4.0136611;-60.0
5.4377509;-4.013639;-58.0
5.4377832;-4.013622;-61.0
5.4378227;-4.0136205;-58.0
5.4378521;-4.0136225;-59.0
5.4378897;-4.0136234;-59.0
5.437922;-4.0136339;-56.0
5.4379598;-4.0136411;-55.0
5.4380026;-4.0136406;-55.0
5.4380462;-4.0136449;-56.0
5.4380835;-4.0136453;-55.0
5.4381171;-4.013647;-55.0
5.4381636;-4.0136435;-58.0
5.438203;-4.0136405;-59.0
5.4382339;-4.0136493;-58.0
5.4382668;-4.0136692;-61.0
5.4382672;-4.0137089;-62.0
5.4382309;-4.0137116;-60.0
5.4381922;-4.0136978;-58.0
5.4381479;-4.0136873;-61.0
5.4381118;-4.0136799;-62.0
5.4380691;-4.0136852;-63.0
5.4380333;-4.013686;-58.0
5.4379908;-4.01369;-59.0
5.4379504;-4.0136824;-59.0
5.4379105;-4.0136786;-62.0
5.4378749;-4.0136762;-59.0
5.4378369;-4.013687;-65.0
5.4377945;-4.0137085;-63.0
5.4377498;-4.0137142;-66.0
5.4377208;-4.0137199;-66.0
5.4377031;-4.0137667;-69.0
5.4376767;-4.0138174;-68.0
5.43765;-4.0138616;-66.0
5.4376567;-4.0139;-79.0
5.4376901;-4.013933;-87.0
5.4376874;-4.0139667;-79.0
5.4376883;-4.0140031;-81.0
5.437728;-4.0140425;-83.0
5.4377709;-4.0140712;-76.0
5.4377935;-4.0141117;-70.0
5.437777;-4.0141392;-76.0
5.4377577;-4.0141305;-67.0
5.4377497;-4.0140998;-73.0
5.4377541;-4.0140548;-82.0
5.4377608;-4.0140201;-83.0
5.4377648;-4.0139949;-80.0
5.4377858;-4.0139685;-85.0
5.437794;-4.0139939;-79.0
5.4377948;-4.0140324;-87.0
5.4378012;-4.0140745;-65.0
5.4377863;-4.0141151;-68.0
5.4377937;-4.0141507;-78.0
5.4377878;-4.0141917;-73.0
5.4378328;-4.0141956;-80.0
5.4378387;-4.0142202;-81.0
5.4378112;-4.0142543;-86.0
5.4377984;-4.01429;-85.0
5.4377833;-4.014337;-90.0
5.4377793;-4.0143839;-87.0
5.4377595;-4.0143943;-89.0
5.4377515;-4.0143938;-85.0
5.4377591;-4.014357;-84.0
5.4377863;-4.0143116;-82.0
5.4377995;-4.0142749;-79.0
5.4377959;-4.0142399;-75.0
5.4377751;-4.0142351;-83.0
5.437768;-4.0142465;-84.0
5.4376974;-4.0143662;-83.0
5.4377066;-4.0144046;-89.0
5.4377016;-4.0144182;-86.0
5.4376972;-4.0143846;-82.0
5.4377032;-4.014351;-79.0
5.4376701;-4.0143515;-79.0
5.4376567;-4.0143883;-86.0
5.4376577;-4.0144441;-86.0
5.4376722;-4.0144861;-89.0
5.4376779;-4.0145293;-93.0
5.4377077;-4.0145823;-91.0
5.4377586;-4.0145913;-94.0
5.4377927;-4.0145985;-94.0
5.4378105;-4.0146263;-95.0
5.437811;-4.0146568;-97.0
5.4375875;-4.0146447;-96.0
5.4375869;-4.0145614;-95.0
5.4376217;-4.0145558;-91.0
5.4376141;-4.0145357;-95.0
5.4380743;-4.0136376;-58.3
5.4380629;-4.013676;-61.7
5.4380504;-4.0137037;-59.3
5.438056;-4.0137272;-62.3
5.4380836;-4.0137059;-58.0
5.4380967;-4.0136695;-58.0
5.4381142;-4.0136248;-57.0
5.438147;-4.0135966;-59.3
5.4381782;-4.0136873;-57.3
5.4381806;-4.0137205;-62.0
5.4382114;-4.0137243;-60.7
5.438252;-4.0137098;-61.0
5.4382661;-4.0136758;-59.7
5.4382702;-4.0136343;-61.7
5.438278;-4.0135999;-59.3
5.438271;-4.013694;-61.3
5.438256;-4.0137296;-58.7
5.4382511;-4.0137247;-58.0
5.4382503;-4.0137196;-58.0
5.43825;-4.0137185;-61.0
5.43825;-4.0137183;-65.7
5.43825;-4.0137183;-65.7
5.43825;-4.0137183;-65.7
5.4382378;-4.0137356;-65.0
5.4382002;-4.0137525;-67.0
5.4381554;-4.0137469;-64.0
5.4381221;-4.0137468;-63.0
5.438087;-4.0137451;-63.0
5.4380551;-4.013744;-65.0
5.4380278;-4.0137422;-65.0
5.4380048;-4.0137336;-59.0
5.4380032;-4.0137004;-62.0
5.4379611;-4.0136895;-64.0
5.4379095;-4.0136861;-67.0
5.4378713;-4.0136836;-60.0
5.4378243;-4.0136869;-59.0
5.4377854;-4.0136772;-64.0
5.4377563;-4.0136611;-60.0
5.4377509;-4.013639;-58.0
5.4377832;-4.013622;-61.0
5.4378227;-4.0136205;-58.0
5.4378521;-4.0136225;-59.0
5.4378897;-4.0136234;-59.0
5.437922;-4.0136339;-56.0
5.4379598;-4.0136411;-55.0
5.4380026;-4.0136406;-55.0
5.4380462;-4.0136449;-56.0
5.4380835;-4.0136453;-55.0
5.4381171;-4.013647;-55.0
5.4381636;-4.0136435;-58.0
5.438203;-4.0136405;-59.0
5.4382339;-4.0136493;-58.0
5.4382668;-4.0136692;-61.0
5.4382672;-4.0137089;-62.0
5.4382309;-4.0137116;-60.0
5.4381922;-4.0136978;-58.0
5.4381479;-4.0136873;-61.0
5.4381118;-4.0136799;-62.0
5.4380691;-4.0136852;-63.0
5.4380333;-4.013686;-58.0
5.4379908;-4.01369;-59.0
5.4379504;-4.0136824;-59.0
5.4379105;-4.0136786;-62.0
5.4378749;-4.0136762;-59.0
5.4378369;-4.013687;-65.0
5.4377945;-4.0137085;-63.0
5.4377498;-4.0137142;-66.0
5.4377208;-4.0137199;-66.0
5.4377031;-4.0137667;-69.0
5.4376767;-4.0138174;-68.0
5.43765;-4.0138616;-66.0
5.4376567;-4.0139;-79.0
5.4376901;-4.013933;-87.0
5.4376874;-4.0139667;-79.0
5.4376883;-4.0140031;-81.0
5.437728;-4.0140425;-83.0
5.4377709;-4.0140712;-76.0
5.4377935;-4.0141117;-70.0
5.437777;-4.0141392;-76.0
5.4377577;-4.0141305;-67.0
5.4377497;-4.0140998;-73.0
5.4377541;-4.0140548;-82.0
5.4377608;-4.0140201;-83.0
5.4377648;-4.0139949;-80.0
5.4377858;-4.0139685;-85.0
5.437794;-4.0139939;-79.0
5.4377948;-4.0140324;-87.0
5.4378012;-4.0140745;-65.0
5.4377863;-4.0141151;-68.0
5.4377937;-4.0141507;-78.0
5.4377878;-4.0141917;-73.0
5.4378328;-4.0141956;-80.0
5.4378387;-4.0142202;-81.0
5.4378112;-4.0142543;-86.0
5.4377984;-4.01429;-85.0
5.4377833;-4.014337;-90.0
5.4377793;-4.0143839;-87.0
5.4377595;-4.0143943;-89.0
5.4377515;-4.0143938;-85.0
5.4377591;-4.014357;-84.0
5.4377863;-4.0143116;-82.0
5.4377995;-4.0142749;-79.0
5.4377959;-4.0142399;-75.0
5.4377751;-4.0142351;-83.0
5.437768;-4.0142465;-84.0
5.4376974;-4.0143662;-83.0
5.4377066;-4.0144046;-89.0
5.4377016;-4.0144182;-86.0
5.4376972;-4.0143846;-82.0
5.4377032;-4.014351;-79.0
5.4376701;-4.0143515;-79.0
5.4376567;-4.0143883;-86.0
5.4376577;-4.0144441;-86.0
5.4376722;-4.0144861;-89.0
5.4376779;-4.0145293;-93.0
5.4377077;-4.0145823;-91.0
5.4377586;-4.0145913;-94.0
5.4377927;-4.0145985;-94.0
5.4378105;-4.0146263;-95.0
5.437811;-4.0146568;-97.0
5.4375875;-4.0146447;-96.0
5.4375869;-4.0145614;-95.0
5.4376217;-4.0145558;-91.0
5.4376141;-4.0145357;-95.0
5.4381724;-4.0155717;-83.0
5.4381729;-4.0155368;-81.0
5.4381861;-4.015505;-82.3
5.4381903;-4.015472;-82.0
5.438181;-4.0154385;-79.7
5.4381754;-4.0154022;-76.7
5.438179;-4.0153654;-77.0
5.4381859;-4.0153314;-79.0
5.4381796;-4.0153119;-77.7
5.4381443;-4.0153092;-73.3
5.4381121;-4.0153118;-70.0
5.4380862;-4.0152938;-71.0
5.4380828;-4.0152682;-70.7
5.4381013;-4.0152463;-68.0
5.438117;-4.0152456;-68.0
5.4381214;-4.0152481;-68.0
5.4381217;-4.0152483;-68.0
5.4381339;-4.0152499;-72.7
5.4381556;-4.0152611;-74.0
5.4381951;-4.0152744;-79.0
5.4382187;-4.015288;-78.0
5.4382143;-4.0152882;-78.0
5.4381985;-4.0152669;-78.0
5.4382029;-4.0152451;-85.3
5.4382039;-4.0152313;-85.3
5.4382088;-4.0152322;-85.3
5.4381701;-4.0152317;-75.7
5.4381514;-4.0152317;-74.0
5.4381276;-4.015241;-70.0
5.4381077;-4.0152396;-68.0
5.4380853;-4.0152111;-68.3
5.4381009;-4.0151836;-67.7
5.4381365;-4.015174;-67.3
5.4381661;-4.0151698;-70.3
5.4382021;-4.0151712;-72.0
5.4382255;-4.0151624;-76.7
5.4382167;-4.0151501;-79.3
5.4381865;-4.0151441;-72.0
5.4381899;-4.0151442;-73.0
5.4381914;-4.0151449;-73.0
5.4381917;-4.015145;-73.0
5.4382131;-4.0151526;-79.3
5.4382108;-4.0151446;-79.3
5.4381719;-4.0151372;-71.7
5.4381449;-4.01514;-67.3
5.4381053;-4.0151357;-66.3
5.4380916;-4.0151181;-65.7
5.4381039;-4.0150839;-63.7
5.4381333;-4.0150691;-63.0
5.4381767;-4.0150712;-70.7
5.4382141;-4.0150772;-79.7
5.4382357;-4.0150845;-78.0
5.4382402;-4.0150725;-81.3
5.4382279;-4.0150579;-82.3
5.4382333;-4.01506;-78.7
5.4382162;-4.0150693;-85.0
5.4382183;-4.0150663;-85.0
5.4382199;-4.0150637;-85.0
5.4382171;-4.0150527;-80.3
5.4382027;-4.0150364;-75.0
5.4382056;-4.0150317;-75.0
5.4382308;-4.0150469;-76.7
5.4382202;-4.0150425;-76.7
5.4381726;-4.0150197;-70.3
5.4381358;-4.0150145;-66.3
5.438106;-4.0150009;-69.3
5.4381033;-4.0149647;-67.0
5.4381281;-4.0149506;-63.7
5.4381594;-4.014952;-69.7
5.4381868;-4.0149612;-73.3
5.4382229;-4.0149783;-78.3
5.4382412;-4.0149805;-81.0
5.438231;-4.0149753;-82.7
5.4382286;-4.014975;-82.7
5.4382283;-4.014975;-82.7
5.4381804;-4.0146669;-62.3
5.4381816;-4.0146367;-63.0
5.4381803;-4.0146019;-63.7
5.4381773;-4.0145684;-62.7
5.438177;-4.0145305;-61.3
5.4381711;-4.0145045;-63.7
5.4381732;-4.0144794;-59.0
5.4381766;-4.0144544;-63.7
5.4381782;-4.0144311;-64.0
5.4381817;-4.0143988;-60.3
5.4382003;-4.0143747;-60.7
5.4382226;-4.0143683;-60.0
5.4382347;-4.014379;-60.0
5.4382133;-4.0144109;-63.0
5.4381932;-4.0144401;-63.7
5.438178;-4.0144778;-59.0
5.4381684;-4.0145099;-63.7
5.4381664;-4.01454;-63.3
5.4381827;-4.0145713;-62.7
5.4381945;-4.0146061;-61.3
5.4381998;-4.0146398;-65.7
5.4381966;-4.0146704;-63.3
5.438203;-4.0146958;-64.7
5.4382137;-4.0147037;-62.3
5.4382087;-4.0147248;-61.7
5.4382004;-4.0147523;-65.3
5.4382046;-4.0147829;-68.0
5.4382098;-4.0148163;-64.7
5.4382182;-4.0148512;-63.0
5.4382196;-4.0148832;-64.7
5.4382245;-4.0149087;-67.7
5.438221;-4.0149167;-67.7
5.438201;-4.0149304;-69.0
5.4381682;-4.0149094;-64.7
5.4381675;-4.0148729;-64.7
5.4381743;-4.0148418;-64.7
5.4381833;-4.0148193;-63.0
5.4382043;-4.014798;-63.3
5.4382096;-4.0148003;-64.7
5.4381918;-4.014803;-63.3
5.438151;-4.0147747;-59.7
5.4381365;-4.0147365;-65.7
5.4381378;-4.014697;-66.3
5.4381427;-4.0146601;-62.0
5.4381392;-4.0146341;-63.7
5.438135;-4.01463;-63.7
5.4381179;-4.0146073;-64.7
5.4381278;-4.0145857;-64.7
5.4381381;-4.0145536;-59.3
5.4381367;-4.0145116;-62.3
5.4381336;-4.0144781;-55.3
5.4381052;-4.0144615;-60.0
5.4380582;-4.0144552;-62.0
5.4380522;-4.0144148;-65.3
5.4380727;-4.0143708;-63.7
5.4380847;-4.0143346;-63.7
5.4380867;-4.0142979;-67.3
5.4380786;-4.0142568;-70.0
5.438074;-4.0142197;-70.0
5.4380641;-4.0142014;-70.3
5.4380347;-4.0142145;-74.3
5.438021;-4.0142413;-74.3
5.4380242;-4.014274;-72.3
5.4380351;-4.0143048;-64.3
5.4380454;-4.0143286;-65.7
5.4380332;-4.0143565;-64.0
5.4380266;-4.0143875;-64.7
5.4380267;-4.0144176;-65.3
5.4380164;-4.0144527;-66.3
5.4380151;-4.0144819;-66.3
5.4380175;-4.0145102;-68.3
5.4380119;-4.0145309;-68.3
5.4380054;-4.0145599;-63.3
5.4379986;-4.0145881;-64.3
5.4379976;-4.0146148;-66.0
5.4379999;-4.0146446;-68.0
5.4380144;-4.0146791;-67.7
5.4380251;-4.0147066;-67.7
5.4380253;-4.0147272;-69.7
5.4380174;-4.0147624;-66.7
5.4380054;-4.0147927;-68.3
5.4380075;-4.0148216;-68.7
5.43801;-4.0148546;-67.3
5.4380023;-4.0148864;-70.0
5.4380047;-4.0149181;-74.7
5.4380092;-4.014948;-74.0
5.4379976;-4.0149824;-72.7
5.4379858;-4.0150113;-74.0
5.438013;-4.0150455;-77.3
5.4380182;-4.0150836;-77.0
5.4380152;-4.0151084;-74.7
5.4379998;-4.0151275;-76.3
5.4380079;-4.0151358;-76.7
5.4380204;-4.015117;-74.0
5.4380155;-4.0150938;-77.0
5.438015;-4.0150888;-77.0
5.4380358;-4.015058;-75.7
5.4380353;-4.0150433;-73.0
5.438035;-4.0150433;-73.0
5.4380414;-4.0150769;-75.3
5.4380448;-4.0151145;-72.7
5.4380595;-4.0151388;-70.7
5.4380756;-4.0151174;-67.7
5.4380734;-4.0150692;-70.3
5.4380698;-4.0150384;-66.7
5.438073;-4.0150083;-68.3
5.4380783;-4.0149816;-69.0
5.4380739;-4.0149533;-68.7
5.4380716;-4.0149315;-67.3
5.4380798;-4.0149179;-66.0
5.4380799;-4.0148983;-65.7
5.4380728;-4.0148677;-70.0
5.438061;-4.0148236;-64.3
5.438066;-4.0147814;-64.7
5.4380634;-4.0147362;-69.0
5.4380647;-4.0147015;-68.0
5.4380656;-4.0146805;-64.3
5.4380485;-4.0146566;-64.7
5.4380463;-4.0146347;-61.3
5.4380556;-4.0146193;-62.3
5.4380567;-4.0145955;-64.3
5.4380585;-4.0145705;-64.0
5.4380631;-4.0145359;-63.7
5.4380538;-4.0145212;-63.0
5.4380412;-4.0145297;-69.0
5.4380538;-4.0145769;-64.0
5.4380661;-4.0146212;-62.3
5.4380636;-4.0146712;-65.0
5.4380632;-4.0147213;-67.7
5.4380667;-4.014765;-62.7
5.4380723;-4.0148124;-68.0
5.4380625;-4.0148499;-69.7
5.4380521;-4.0148777;-68.7
5.4380619;-4.0148889;-66.7
5.43806;-4.0148912;-66.7
5.4380481;-4.0149473;-72.3
5.4380375;-4.0149763;-72.7
5.4380297;-4.0150064;-77.3
5.4380396;-4.0150512;-75.7
5.4380416;-4.0150876;-75.7
5.4380417;-4.0151232;-71.3
5.4380708;-4.0151489;-73.3
5.438071;-4.0151914;-70.7
5.43805;-4.0152279;-74.0
5.4380471;-4.0152481;-71.7
5.4380508;-4.0152692;-74.0
5.4380527;-4.0152887;-75.3
5.4380608;-4.0153143;-74.3
5.4380683;-4.0153169;-74.3
5.4380683;-4.0152973;-71.7
5.4380669;-4.0152937;-74.3
5.4380667;-4.0152933;-78.0
5.4380667;-4.0152933;-78.0
5.4380667;-4.0152933;-78.0
5.4380667;-4.0152933;-78.0
5.4380652;-4.0152354;-74.7
5.4380666;-4.0152304;-76.7
5.4380667;-4.01523;-73.3
5.4380667;-4.01523;-73.3
5.4380667;-4.01523;-73.3
5.4380819;-4.0151632;-72.0
5.4381063;-4.0151619;-66.3
5.4381062;-4.0152;-68.0
5.4381005;-4.015239;-68.0
5.4380907;-4.0152793;-70.7
5.4380853;-4.0153194;-70.0
5.4380802;-4.0153427;-71.0
5.4380995;-4.0153468;-71.3
5.4381337;-4.0153502;-71.0
5.4381762;-4.0153502;-77.0
5.4381988;-4.0153444;-82.0
5.4382082;-4.0153462;-81.3
5.4381848;-4.0153586;-77.0
5.4381468;-4.0153512;-70.3
5.4381083;-4.01535;-71.3
5.4380894;-4.0153607;-72.3
5.4380764;-4.0153766;-72.0
5.4380833;-4.0153944;-72.3
5.4381139;-4.0154011;-76.3
5.4381532;-4.0154;-76.7
5.4381798;-4.0154064;-76.7
5.4382005;-4.015404;-80.7
5.4381973;-4.0154173;-80.7
5.4381723;-4.0154348;-79.7
5.4381551;-4.015419;-76.3
5.4381401;-4.0154097;-73.0
5.4381245;-4.015413;-77.7
5.438107;-4.0154198;-74.3
5.4380944;-4.0154489;-77.3
5.4381167;-4.015465;-77.7
5.4381517;-4.0154641;-81.7
5.4381703;-4.0154667;-76.3
5.4381809;-4.0154712;-79.0
5.4381904;-4.0154879;-88.0
5.4381863;-4.0154956;-87.7
5.4381562;-4.0154875;-74.3
5.4381324;-4.0154787;-79.7
5.4381283;-4.0154719;-80.7
5.4381328;-4.0154717;-80.7
5.4381333;-4.0154717;-80.7
5.4381511;-4.0154705;-81.7
5.4381545;-4.0154703;-81.7
5.4381343;-4.0154635;-80.0
5.4381218;-4.0154689;-79.7
5.4381088;-4.0154956;-72.7
5.4381094;-4.0155148;-73.3
5.438135;-4.0155319;-67.0
5.4381642;-4.0155355;-81.0
5.4381835;-4.0155444;-81.3
5.4381728;-4.0155587;-80.3
5.4381432;-4.0155634;-76.0
5.4381312;-4.0155483;-67.0
5.4381136;-4.015526;-72.0
5.4381012;-4.0155226;-75.3
5.4380924;-4.0155384;-76.0
5.4380718;-4.0155506;-77.3
5.4380702;-4.0155516;-77.3
5.4381171;-4.0155731;-74.0
5.4381405;-4.0155807;-80.0
5.4381616;-4.0155953;-82.0
5.438169;-4.0156046;-82.7
5.4381654;-4.0156295;-82.3
5.4381665;-4.0156498;-87.3
5.4381775;-4.01567;-84.0
5.438178;-4.0156933;-88.0
5.4381735;-4.0157107;-90.3
5.4381684;-4.0157227;-90.3
5.438161;-4.0157037;-89.0
5.4381643;-4.0156808;-84.3
5.4381759;-4.0156632;-87.7
5.4381911;-4.0156403;-83.3
5.4382045;-4.0156184;-85.3
5.4382087;-4.015595;-84.0
5.4381935;-4.0155932;-84.3
5.4381766;-4.0156085;-82.7
5.4381729;-4.01562;-78.7
5.4381732;-4.0156201;-78.7
5.4381733;-4.01562;-78.7
5.438181;-4.0156797;-88.7
5.4381813;-4.015695;-88.0
5.4381664;-4.0157119;-89.0
5.4381567;-4.015734;-89.7
5.4381779;-4.0157517;-86.0
5.4381801;-4.0157571;-86.0
5.4381962;-4.0156381;-83.3
5.438184;-4.0155986;-82.0
5.4381703;-4.0155777;-83.0
5.4381628;-4.015541;-76.0
5.4381729;-4.0155073;-82.3
5.4381658;-4.0154798;-79.0
5.4381634;-4.015453;-77.7
5.4381676;-4.0154265;-78.3
5.4381787;-4.0153973;-76.7
5.4381553;-4.0153825;-71.7
5.4381213;-4.0154043;-77.7
5.4380917;-4.015442;-74.3
5.4380638;-4.0154683;-75.3
5.4380337;-4.0154853;-72.7
5.4380237;-4.015469;-75.3
5.438049;-4.0154193;-72.0
5.4380565;-4.0153995;-69.3
5.4380598;-4.0153791;-71.3
5.4380546;-4.0153502;-75.3
5.4380419;-4.0153266;-75.0
5.4380241;-4.0153094;-74.0
5.4379962;-4.0152886;-70.7
5.437982;-4.0152901;-70.0
5.4379815;-4.015326;-70.7
5.4379888;-4.0153647;-70.7
5.4380009;-4.0153947;-73.7
5.4379919;-4.0154038;-73.0
5.4379896;-4.0154054;-73.0
5.4379792;-4.0154322;-72.3
5.4379751;-4.0154609;-73.0
5.4379837;-4.0154913;-70.7
5.4379956;-4.0155105;-70.7
5.4379984;-4.0155068;-70.7
5.4379908;-4.0154683;-73.3
5.4379901;-4.0154288;-72.3
5.4379869;-4.0154141;-73.0
5.4379823;-4.015401;-73.0
5.4379818;-4.0153721;-70.7
5.4379877;-4.015352;-70.7
5.4379895;-4.0153255;-73.0
5.4380126;-4.015333;-73.0
5.4380218;-4.0153481;-76.3
5.4380283;-4.0153667;-77.7
5.4380317;-4.015396;-72.0
5.4380382;-4.0154291;-74.0
5.4380437;-4.0154594;-75.3
